"AS07_RosenbaumDoktrin" "AS10_acht" "AS10_daemmerung" "AS10_drei" "AS10_eins" "AS10_elf" "AS10_fünf" "AS10_neun" "AS10_outtake" "AS10_sechs" "AS10_sieben" "AS10_Tschick" "AS10_vier" "AS10_zehn" "AS10_zwei" "AS1011_zwölf" "AS10R_rueck1" "AS10R_rueck10" "AS10R_rueck2" "AS10R_rueck3" "AS10R_rueck4" "AS10R_rueck5" "AS10R_rueck6" "AS10R_rueck7" "AS10R_rueck8" "AS10R_rueck9" "AS11_achtzehn" "AS11_dreizehn" "AS11_einundzwanzig" "AS11_fuenfzehn" "AS11_neunzehn" "AS11_Sand" "AS11_sechzehn" "AS11_siebzehn" "AS11_vierzehn" "AS11_zwanzig" "AS11_zweiundzwanzig" "AS1112_dreiundzwanzig" "AS12_achtundzwanzig" "AS12_dreissig" "AS12_dreiunddreissig" "AS12_einunddreissig" "AS12_fuenfundzwanzig" "AS12_neunundzwanzig" "AS12_sechsundzwanzig" "AS12_siebenundzwanzig" "AS12_vierunddreissig" "AS12_vierundzwanzig" "AS12_zweiunddreissig" "AS1213_fuenfunddreissig" "AS13_achtunddreissig" "AS13_einunddreissig" "AS13_neununddreissig" "AS13_schluss" "AS13_sechsunddreissig" "AS13_siebenunddreissig" "AS13_vierzig" "AS13_zweiunddreissig"
"kugelschreiber" 0 0 0 0.0466200466200466 0 0 0 0 0 0 0 0.00470027888321374 0 0 0.0293944738389183 0 0 0 0 0 0 0 0.16629711751663 0 0 0 0 0 0 0 0 0.0223274803438432 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.122549019607843 0 0 0 0 0 0 0 0 0
"las" 0 0.0533333333333333 0 0 0 0 0 0 0.0887311446317657 0.121951219512195 0.209731543624161 0.0125340770219033 0.0841750841750842 0 0.0293944738389183 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0103663301596415 0 0 0 0.029585798816568 0 0 0 0 0 0 0 0 0 0 0 0 0.122549019607843 0 0 0 0 0 0 0 0 0
"laufen" 0.0478011472275335 0 0 0 0.105485232067511 0 0 0.0807102502017756 0 0.0609756097560976 0.0838926174496644 0.0156675962773791 0.0420875420875421 0 0.117577895355673 0.068073519400953 0.0688231245698555 0 0 0 0 0 0 0 0.136892539356605 0 0 0 0.0272034820457018 0.0636942675159236 0.0313774709758393 0.00318964004912046 0 0 0 0.029585798816568 0 0 0 0 0 0 0 0 0 0 0 0.114678899082569 0 0 0 0 0 0 0 0.0489715964740451 0 0
"lieber" 0 0 0 0 0.105485232067511 0 0.149700598802395 0 0 0.0609756097560976 0 0.0219346347883308 0 0 0.0881834215167548 0 0.0344115622849277 0 0 0 0 0 0 0 0.0684462696783025 0 0 0 0.0272034820457018 0.0636942675159236 0 0.00398705006140057 0.0790513833992095 0 0 0.029585798816568 0 0 0 0 0 0 0.0576368876080692 0.0720980533525595 0.0753579502637528 0.0609013398294763 0 0 0 0 0 0.0855431993156544 0 0 0 0.0489715964740451 0 0
"mindestens" 0 0.0533333333333333 0 0.0466200466200466 0 0.0864304235090752 0 0 0 0 0.0419463087248322 0.036035471437972 0 0 0 0.068073519400953 0 0 0 0 0.16 0.0862068965517241 0 0 0 0 0 0 0 0 0 0.00159482002456023 0 0 0 0.0591715976331361 0 0 0 0 0 0 0 0 0 0 0.0838222967309304 0 0 0 0 0 0 0 0.0626959247648903 0 0.156494522691706 0
"minute" 0 0.106666666666667 0 0 0 0 0 0 0 0 0.0838926174496644 0.0219346347883308 0.021043771043771 0 0 0 0 0 0 0 0.16 0 0 0 0 0.0962463907603465 0.0931966449207828 0 0 0 0 0.00956892014736137 0 0 0 0.029585798816568 0 0 0 0 0 0.0664010624169987 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ndlich" 0 0 0 0.0466200466200466 0 0 0 0 0 0 0 0.00470027888321374 0 0 0 0 0 0 0 0 0 0.0862068965517241 0.0554323725055432 0 0 0.192492781520693 0 0.0544959128065395 0.0272034820457018 0.0636942675159236 0 0.0151507902333222 0 0 0 0 0 0 0.104112441436752 0 0 0 0.0576368876080692 0 0.0753579502637528 0 0 0 0 0 0 0.0855431993156544 0 0 0 0.0489715964740451 0.156494522691706 0
"okay" 0 0.0533333333333333 0 0 0 0 0 0.0807102502017756 0 0 0 0.0188011155328549 0.0420875420875421 0 0.117577895355673 0 0.0688231245698555 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0313774709758393 0.00717669011052103 0 0 0 0 0.0700280112044818 0 0 0 0 0 0 0.0720980533525595 0 0 0 0.114678899082569 0 0 0 0 0 0 0.0626959247648903 0.0489715964740451 0 0
"roman" 0 0.106666666666667 0 0.0466200466200466 0.105485232067511 0 0.29940119760479 0.0807102502017756 0 0.121951219512195 0 0.00313351925547582 0.021043771043771 0 0.0587889476778366 0 0 0 0 0 0 0 0 0 0.0684462696783025 0 0.0931966449207828 0.0544959128065395 0.0544069640914037 0 0.0627549419516787 0.00318964004912046 0 0 0 0.118343195266272 0 0.0724112961622013 0 0 0 0.0664010624169987 0.0576368876080692 0 0.150715900527506 0 0 0 0 0 0 0 0 0 0.125391849529781 0 0 0
"sieben" 0.1434034416826 0.0533333333333333 0 0.0466200466200466 0.105485232067511 0 0 0 0 0 0 0.00783379813868956 0 0 0.0881834215167548 0 0 0 0.0836120401337793 0 0 0 0 0 0 0 0 0.0544959128065395 0 0.0636942675159236 0 0.0119611501842017 0.0790513833992095 0 0 0 0.140056022408964 0.0724112961622013 0 0 0 0 0 0.0720980533525595 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"suche" 0 0 0 0.0932400932400932 0 0.0864304235090752 0 0.161420500403551 0 0 0 0.00156675962773791 0.021043771043771 0 0 0 0.0344115622849277 0.0856898029134533 0 0 0 0 0 0.117508813160987 0 0.0962463907603465 0 0.108991825613079 0.0272034820457018 0 0.0313774709758393 0.0135559702087619 0 0 0 0 0 0 0 0 0 0 0 0 0 0.121802679658953 0.0838222967309304 0 0 0 0 0 0 0 0.0626959247648903 0 0.156494522691706 0
"to" 0 0 0 0.0466200466200466 0 0 0 0 0 0 0.0419463087248322 0.00313351925547582 0.0631313131313131 0.07627765064836 0 0 0 0 0 0 0 0 0 0.117508813160987 0 0 0 0.0544959128065395 0 0 0 0.0127585601964818 0 0 0 0 0 0 0.0520562207183758 0 0 0 0.576368876080692 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"uhr" 0 0 0 0 0 0 0 0 0 0 0 0.0156675962773791 0 0 0.0293944738389183 0.068073519400953 0.137646249139711 0 0 0 0.16 0 0 0.235017626321974 0 0 0.0465983224603914 0.0544959128065395 0 0 0.0313774709758393 0.00717669011052103 0 0 0 0 0 0 0 0 0 0.0664010624169987 0 0.0720980533525595 0 0.0609013398294763 0.0838222967309304 0 0 0.133689839572193 0 0 0 6.66666666666667 0 0 0 0
"user" 0 0 0 0 0 0 0 0 0 0 0 0.0250681540438066 0.021043771043771 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0931966449207828 0 0 0 0 0.0119611501842017 0 0 0 0 0 0 0.0520562207183758 0 0 0 0.0576368876080692 0 0 0 0 0 0 0 0 0 0 0 0 0.0489715964740451 0 0
"arbeiten" 0 0 0 0.0466200466200466 0 0 0 0 0 0.121951219512195 0.251677852348993 0.00626703851095165 0.0631313131313131 0 0.0293944738389183 0.068073519400953 0 0 0 0.14792899408284 0 0 0 0 0 0 0.0465983224603914 0.163487738419619 0 0 0 0.00318964004912046 0 0.127226463104326 0.191938579654511 0.0591715976331361 0 0.144822592324403 0 0 0 0 0 0 0.0753579502637528 0 0 0 0 0.133689839572193 0 0 0 0 0 0 0 0
"autobahn" 0 0 0 0 0 0 0 0 0 0 0 0.0548365869708269 0.021043771043771 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"bedeutet" 0 0 0 0 0 0.0864304235090752 0 0 0 0 0 0.00626703851095165 0 0 0.0293944738389183 0 0 0 0 0 0 0.0862068965517241 0 0 0 0 0.0465983224603914 0 0.0272034820457018 0.0636942675159236 0.0313774709758393 0.0143533802210421 0 0.127226463104326 0 0.029585798816568 0 0 0 0 0 0 0 0.0720980533525595 0 0.0609013398294763 0 0 0 0 0.0906618313689937 0.0855431993156544 0 0 0.0626959247648903 0 0 0
"begann" 0 0 0 0 0 0 0 0 0 0 0 0.00313351925547582 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0544959128065395 0 0 0 0.0263145304052438 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"blut" 0.0478011472275335 0 0 0 0 0.0864304235090752 0 0.0807102502017756 0 0 0 0.0188011155328549 0.021043771043771 0 0.0293944738389183 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0135559702087619 0 0 0 0 0 0.0724112961622013 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0855431993156544 0 0 0 0 0 0
"davor" 0 0 0 0.0466200466200466 0 0 0 0 0 0 0 0.0125340770219033 0 0 0 0 0 0 0 0 0.16 0 0 0.117508813160987 0 0 0 0.0544959128065395 0 0 0.0313774709758393 0.0151507902333222 0 0 0 0 0 0 0.0520562207183758 0 0 0 0 0 0 0 0 0.114678899082569 0 0 0 0.0855431993156544 0 0 0 0.0489715964740451 0 0
"dicke" 0 0 0 0 0 0 0 0 0 0 0 0.00156675962773791 0 0.07627765064836 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0544959128065395 0 0 0 0.0255171203929637 0 0 0 0 0 0 0.0520562207183758 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dinge" 0.0956022944550669 0.0533333333333333 0 0 0 0 0 0 0 0 0 0.00313351925547582 0.021043771043771 0 0 0 0 0 0 0.14792899408284 0.32 0 0.110864745011086 0 0 0.0962463907603465 0.0931966449207828 0 0 0 0.0313774709758393 0.0143533802210421 0 0 0.0959692898272553 0 0 0 0 0 0 0 0 0 0.150715900527506 0 0 0 0 0 0 0 0 0 0 0 0 0
"gel" 0 0.0533333333333333 0 0.0466200466200466 0 0 0 0 0 0 0 0.0203678751605929 0 0 0 0 0.0344115622849277 0 0.0836120401337793 0 0 0 0 0 0 0 0.0465983224603914 0 0 0 0 0.0103663301596415 0.0790513833992095 0 0 0 0 0 0 0 0.130718954248366 0 0 0.0720980533525595 0 0 0 0 0.122549019607843 0 0 0 0 0 0 0.0489715964740451 0 0
"gt" 0 0 0 0 0 0 0 0 0 0 0 0.00940055776642747 0 0 0.0293944738389183 0 0.0344115622849277 0 0 0 0 0.0862068965517241 0 0.117508813160987 0.0684462696783025 0 0 0 0.0544069640914037 0 0 0.0151507902333222 0 0.127226463104326 0 0 0 0 0 0.141643059490085 0 0 0 0 0.0753579502637528 0 0.0838222967309304 0 0 0 0 0 0 0 0 0 0 0
"hinauf" 0 0.0533333333333333 0 0.0466200466200466 0 0 0 0 0 0 0 0.00470027888321374 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0223274803438432 0 0 0 0 0 0 0 0 0 0 0 0 0.0753579502637528 0 0.167644593461861 0 0 0 0 0 0 0 0 0 0 0
"je" 0 0.0533333333333333 0 0.0466200466200466 0 0 0 0 0 0 0 0.00940055776642747 0.021043771043771 0 0 0 0 0 0.167224080267559 0 0 0 0.0554323725055432 0 0 0 0 0 0 0 0 0.0167456102578824 0.0790513833992095 0 0 0.029585798816568 0 0 0.0520562207183758 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"kleiner" 0.0478011472275335 0 0 0 0 0 0 0.0807102502017756 0 0 0 0.00940055776642747 0 0 0 0 0.0344115622849277 0 0 0 0 0 0 0 0 0 0 0 0.0272034820457018 0.0636942675159236 0.0313774709758393 0.0183404302824426 0 0 0 0.029585798816568 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"leise" 0 0 0 0 0 0 0 0 0 0 0 0.00940055776642747 0.021043771043771 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0223274803438432 0 0 0 0 0 0 0 0 0 0.0664010624169987 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"maschine" 0 0 0 0.0466200466200466 0 0 0 0 0 0 0 0.00313351925547582 0 0 0.0587889476778366 0 0.0344115622849277 0 0 0 0 0 0 0 0 0 0 0.0544959128065395 0.0272034820457018 0 0 0.020732660319283 0 0 0 0 0 0 0 0 0 0.0664010624169987 0 0 0 0 0 0 0 0 0 0 0.080450522928399 0 0 0 0 0
"rung" 0 0 0 0.0466200466200466 0.210970464135021 0.0864304235090752 0.149700598802395 0 0 0.0609756097560976 0 0.00470027888321374 0.021043771043771 0 0 0 0 0 0.0836120401337793 0 0 0 0 0 0 0 0 0.108991825613079 0 0 0 0.00877151013508126 0 0.254452926208651 0 0 0.0700280112044818 0 0 0 0 0.132802124833997 0 0.144196106705119 0.150715900527506 0 0 0.114678899082569 0 0 0.0906618313689937 0.0855431993156544 0 0 0 0 0 0
"schrie" 0 0 0 0 0 0 0 0 0 0 0 0.0250681540438066 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0151507902333222 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0609013398294763 0 0 0 0 0 0 0 0 0 0 0 0
"schritt" 0.0956022944550669 0 0 0 0 0 0 0 0 0 0 0.00470027888321374 0 0 0 0 0.0344115622849277 0 0 0 0 0 0 0 0.0684462696783025 0 0 0.0544959128065395 0.0272034820457018 0 0 0.0191378402947227 0 0.127226463104326 0 0.0591715976331361 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"schwarze" 0 0 0 0.0466200466200466 0 0 0 0 0 0 0 0.00313351925547582 0 0.07627765064836 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0272034820457018 0.0636942675159236 0 0.0199352503070029 0.0790513833992095 0 0 0 0 0 0 0 0 0 0 0 0.150715900527506 0 0 0 0 0 0 0.0855431993156544 0 0 0 0.0489715964740451 0 0
"stirn" 0 0.0533333333333333 0 0.0466200466200466 0 0 0 0 0 0 0 0.0156675962773791 0 0 0 0 0.0344115622849277 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0175430202701625 0 0 0 0 0 0 0 0 0 0 0 0 0.0753579502637528 0 0 0 0 0 0 0 0 0 0 0 0 0
"warten" 0 0.0533333333333333 0 0.0932400932400932 0 0 0.449101796407186 0 0 0 0 0.0141008366496412 0.021043771043771 0 0 0 0.0344115622849277 0 0 0 0 0 0 0 0 0.0962463907603465 0 0 0 0 0 0.00478446007368068 0.0790513833992095 0.127226463104326 0.191938579654511 0.0591715976331361 0 0 0 0 0 0 0 0 0.150715900527506 0 0 0.229357798165138 0 0 0.181323662737987 0 0 0 0 0 0 0
"antwort" 0 0 0 0 0 0 0 0 0 0 0 0.0141008366496412 0 0 0.0587889476778366 0 0.0344115622849277 0 0 0 0 0 0.0554323725055432 0 0 0 0 0 0.0272034820457018 0 0 0.0159482002456023 0 0 0 0 0 0 0 0 0.130718954248366 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ãÿen" 0 0 0 0 0 0.0864304235090752 0 0 0 0 0 0.0125340770219033 0 0 0 0 0.0344115622849277 0 0 0 0 0 0 0 0 0 0.0465983224603914 0 0 0 0 0.0143533802210421 0.0790513833992095 0 0 0 0 0.0724112961622013 0 0 0 0 0 0.144196106705119 0 0 0.0838222967309304 0 0 0 0 0 0 0 0 0.0489715964740451 0 0
"erinnere" 0 0.0533333333333333 0 0 0.105485232067511 0 0 0 0 0.0609756097560976 0.0419463087248322 0.00626703851095165 0.0841750841750842 0 0.0587889476778366 0 0.172057811424639 0 0.0836120401337793 0 0 0 0.221729490022173 0 0 0.0962463907603465 0 0.0544959128065395 0.0272034820457018 0 0.0313774709758393 0.00239223003684034 0 0 0 0 0 0 0 0 0.261437908496732 0 0.115273775216138 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"fuhren" 0 0 0 0 0 0 0 0 0 0 0 0.0376022310657099 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00797410012280114 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0838222967309304 0 0 0 0 0 0 0 0 0 0 0
"gehe" 0 0.0533333333333333 0 0.186480186480186 0.105485232067511 0 0.29940119760479 0 0 0 0 0 0.021043771043771 0 0.0293944738389183 0 0.240880935994494 0 0 0 0.32 0 0 0 0.136892539356605 0 0 0 0 0.0636942675159236 0 0.00318964004912046 0 0 0 0.029585798816568 0 0 0.0520562207183758 0 0 0.0664010624169987 0 0 0.0753579502637528 0.121802679658953 0 0 0 0 0 0.171086398631309 0.080450522928399 0 0 0 0 0
"hnlich" 0.0478011472275335 0 0 0 0 0 0 0 0 0 0 0.00626703851095165 0 0.07627765064836 0.0293944738389183 0 0 0 0 0 0 0 0 0 0 0 0.139794967381174 0 0 0 0 0.0143533802210421 0.0790513833992095 0 0 0.0591715976331361 0 0 0 0 0 0 0 0.0720980533525595 0.150715900527506 0 0 0 0 0 0 0.0855431993156544 0 0 0 0 0 0
"kilometer" 0 0 0 0 0 0 0 0 0 0 0 0.0297684329270203 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0313774709758393 0.00877151013508126 0 0 0 0 0.140056022408964 0.0724112961622013 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0489715964740451 0 0
"komplett" 0 0 0 0 0.210970464135021 0 0 0 0 0.0609756097560976 0 0.0141008366496412 0.021043771043771 0 0.0293944738389183 0 0 0 0 0 0 0 0 0 0 0 0 0.108991825613079 0 0 0.0313774709758393 0.00398705006140057 0 0 0 0 0 0 0.156168662155128 0 0.130718954248366 0 0 0.0720980533525595 0.0753579502637528 0.0609013398294763 0.0838222967309304 0 0.245098039215686 0.133689839572193 0 0 0 0 0.0626959247648903 0.0489715964740451 0 0
"rzte" 0 0 0 0.0932400932400932 0 0 0 0 0 0 0 0.00470027888321374 0 0 0.0587889476778366 0 0.103234686854783 0 0 0.14792899408284 0 0 0 0 0 0 0 0 0.0544069640914037 0 0.0313774709758393 0.0119611501842017 0.0790513833992095 0 0 0 0 0 0.104112441436752 0 0 0 0 0 0 0.0609013398294763 0 0 0.122549019607843 0 0 0 0 0 0 0.0489715964740451 0 0
"sachen" 0.0956022944550669 0.0533333333333333 0 0 0 0 0 0.0807102502017756 0 0 0.0419463087248322 0.017234355905117 0 0 0.0293944738389183 0.068073519400953 0 0 0 0.14792899408284 0 0 0 0 0 0 0 0 0 0 0 0.0103663301596415 0.0790513833992095 0 0 0 0 0 0 0 0.130718954248366 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0626959247648903 0 0 0
"toll" 0 0.266666666666667 0 0 0 0 0 0 0 0.0609756097560976 0 0.0266349136715445 0 0 0 0.068073519400953 0 0 0 0 0 0 0 0 0 0 0 0 0.0544069640914037 0 0 0.000797410012280114 0.0790513833992095 0.127226463104326 0 0 0 0 0.0520562207183758 0 0 0 0 0 0 0.0609013398294763 0 0.114678899082569 0 0 0 0 0 0 0 0.146914789422135 0 0
"tzen" 0 0 0 0 0 0 0 0 0 0 0 0.00783379813868956 0 0 0.0293944738389183 0 0 0.0856898029134533 0 0 0 0.0862068965517241 0.0554323725055432 0 0.0684462696783025 0.0962463907603465 0 0 0.0272034820457018 0.0636942675159236 0 0.0151507902333222 0 0 0 0 0 0 0 0 0.130718954248366 0.0664010624169987 0 0 0 0 0.0838222967309304 0 0 0 0 0 0 0 0 0 0 0
"unser" 0 0 0 0 0 0.0864304235090752 0 0 0 0 0.0419463087248322 0.0235013944160687 0.021043771043771 0 0.0293944738389183 0 0 0 0 0 0 0 0.110864745011086 0 0 0 0 0 0 0 0 0.00797410012280114 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.19588638589618 0 0
"beispiel" 0.239005736137667 0 0 0 0 0 0 0 0 0 0 0.0156675962773791 0 0.07627765064836 0.0293944738389183 0 0 0.0856898029134533 0 0 0.16 0 0 0 0 0 0 0 0.0272034820457018 0.0636942675159236 0 0.00797410012280114 0 0 0.0959692898272553 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.133689839572193 0 0 0 0 0.0626959247648903 0 0 0
"brauchte" 0 0 0 0 0 0 0 0 0 0 0 0.0235013944160687 0.021043771043771 0 0.0293944738389183 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0313774709758393 0.00956892014736137 0 0 0 0 0 0 0 0 0.130718954248366 0.0664010624169987 0 0.0720980533525595 0 0.0609013398294763 0 0 0 0 0 0 0 0 0 0 0 0
"damals" 0.0478011472275335 0 0 0.0466200466200466 0 0 0 0 0 0.121951219512195 0.0419463087248322 0.00783379813868956 0.0420875420875421 0 0.0587889476778366 0 0 0 0 0 0 0.172413793103448 0 0 0 0 0.0465983224603914 0.0544959128065395 0.0272034820457018 0.0636942675159236 0 0.00159482002456023 0.0790513833992095 0 0.191938579654511 0 0.210084033613445 0 0.0520562207183758 0 0 0 0 0 0.0753579502637528 0 0.167644593461861 0 0.122549019607843 0 0 0 0.080450522928399 0 0 0 0 0
"darf" 0 0 0 0 0 0 0 0 0 0.0609756097560976 0 0.00940055776642747 0.021043771043771 0 0.0587889476778366 0.068073519400953 0 0.0856898029134533 0 0 0.16 0 0 0 0.342231348391513 0 0.0931966449207828 0 0.0272034820457018 0.0636942675159236 0 0.00637928009824091 0 0 0 0.029585798816568 0 0 0.0520562207183758 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0979431929480901 0 0
"dies" 0 0.0533333333333333 0 0 0 0.0864304235090752 0 0 0 0 0 0 0.021043771043771 0 0.0587889476778366 0 0 0.0856898029134533 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0191378402947227 0 0 0 0.029585798816568 0 0 0 0 0 0 0 0 0 0.0609013398294763 0 0 0 0 0 0 0.080450522928399 0 0.0626959247648903 0 0 0
"drauãÿen" 0 0.0533333333333333 0 0 0 0 0 0 0 0 0.0419463087248322 0.0250681540438066 0.021043771043771 0 0.0293944738389183 0.068073519400953 0.0344115622849277 0 0 0 0 0 0 0 0 0 0.0931966449207828 0 0 0 0 0.00478446007368068 0 0 0.0959692898272553 0.0591715976331361 0 0 0.0520562207183758 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"film" 0.0956022944550669 0 0 0.0466200466200466 0 0 0 0 0 0.0609756097560976 0.0838926174496644 0.0125340770219033 0.0631313131313131 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0465983224603914 0 0.136017410228509 0.0636942675159236 0 0.00398705006140057 0 0 0 0.029585798816568 0.210084033613445 0 0 0 0 0 0.0576368876080692 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"glauben" 0.0478011472275335 0 0 0 0 0 0 0 0 0 0 0.0156675962773791 0.021043771043771 0 0.0293944738389183 0 0.0344115622849277 0 0 0 0 0 0 0 0 0 0 0 0 0.0636942675159236 0 0.0119611501842017 0 0 0.0959692898272553 0.029585798816568 0 0 0 0 0 0 0 0 0 0.0609013398294763 0 0 0 0 0 0 0 0 0.0626959247648903 0 0 0
"immerhin" 0 0 0 0 0 0 0 0 0 0.0609756097560976 0 0.0156675962773791 0 0 0.0293944738389183 0 0.0344115622849277 0.0856898029134533 0 0.14792899408284 0 0 0 0 0 0 0 0 0 0 0.0627549419516787 0.0103663301596415 0.0790513833992095 0 0 0.029585798816568 0 0.0724112961622013 0 0 0 0 0.0576368876080692 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"jedem" 0 0 0 0.0466200466200466 0 0.0864304235090752 0 0 0 0 0 0.0125340770219033 0 0 0 0 0.0344115622849277 0 0 0 0 0 0 0 0 0 0.0465983224603914 0.0544959128065395 0 0.191082802547771 0 0.0103663301596415 0.0790513833992095 0 0 0 0 0 0 0.141643059490085 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.188087774294671 0 0 0
"kleines" 0 0 0 0.0466200466200466 0 0 0 0 0 0 0 0.0125340770219033 0 0 0 0.068073519400953 0 0 0.0836120401337793 0 0 0 0 0 0 0 0 0 0 0.127388535031847 0 0.0151507902333222 0 0 0 0.029585798816568 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0855431993156544 0 0 0 0 0 0
"lfte" 0 0 0 0 0 0 0 0 0.0887311446317657 0 0 0.00940055776642747 0.0420875420875421 0.15255530129672 0 0 0 0 0 0 0 0 0 0 0 0 0.0465983224603914 0 0 0 0.0627549419516787 0.0111637401719216 0 0 0 0.029585798816568 0 0 0.104112441436752 0 0 0 0 0 0 0.0609013398294763 0 0 0.245098039215686 0 0 0 0 0 0 0 0 0
"o" 0 0 0 0 0 0 0 0 0 0 0 0.0297684329270203 0 0 0.0293944738389183 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0313774709758393 0.00877151013508126 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.122549019607843 0 0 0 0 0 0.0626959247648903 0 0 0
"obwohl" 0 0.106666666666667 0 0 0 0 0 0 0 0 0 0.0313351925547583 0 0 0.0293944738389183 0.068073519400953 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00478446007368068 0 0 0 0.029585798816568 0 0 0 0 0 0 0 0.0720980533525595 0 0.0609013398294763 0 0 0 0 0 0 0 0 0 0 0.156494522691706 0
"sprach" 0 0 0 0 0 0 0 0.0807102502017756 0 0 0 0.00470027888321374 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0215300703315631 0 0 0 0 0.210084033613445 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"sprache" 0 0 0 0 0 0.17286084701815 0 0.0807102502017756 0.443655723158829 0 0 0.00783379813868956 0 0 0 0 0 0 0 0.14792899408284 0 0 0 0 0 0 0 0.0544959128065395 0 0 0.0627549419516787 0.00637928009824091 0.0790513833992095 0 0 0.029585798816568 0.0700280112044818 0.144822592324403 0 0 0 0 0 0 0 0 0 0 0 0 0 0.171086398631309 0 0 0 0 0.312989045383412 0
"vollkommen" 0 0 0 0 0 0 0 0 0 0 0 0.00626703851095165 0.0420875420875421 0.07627765064836 0.0293944738389183 0 0.0344115622849277 0 0 0 0 0 0 0 0.0684462696783025 0 0 0 0.0272034820457018 0 0 0.0167456102578824 0 0.127226463104326 0 0 0 0 0 0 0 0 0 0 0 0 0.0838222967309304 0 0 0 0 0 0 0 0 0 0 0
"wald" 0 0 0 0 0 0 0 0 0 0.0609756097560976 0 0.0438692695766615 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00239223003684034 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0489715964740451 0 0.20703933747412
"weise" 0 0 0 0 0 0 0 0 0.0887311446317657 0 0 0.00313351925547582 0.021043771043771 0 0 0.068073519400953 0 0 0.167224080267559 0 0 0 0.0554323725055432 0 0 0.0962463907603465 0.0465983224603914 0 0 0 0 0.0167456102578824 0 0 0 0.0591715976331361 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0489715964740451 0 0
"welche" 0 0 0 0 0 0 0 0 0 0.0609756097560976 0 0.00940055776642747 0 0 0 0.068073519400953 0.0344115622849277 0.0856898029134533 0 0 0 0 0.110864745011086 0.117508813160987 0 0.0962463907603465 0 0 0.0272034820457018 0 0 0.0103663301596415 0 0 0 0.029585798816568 0 0 0.0520562207183758 0 0 0 0 0 0 0.121802679658953 0.0838222967309304 0 0 0 0 0 0.080450522928399 0 0 0 0 0
